Requirement ID,Requirement Text,Unit Test ID,Integration Test ID,EMVCo Test Case Ref,Evidence Artifact
KRN-GAC2-001,Kernel SHALL construct CDOL2 from card profile data and host response data.,UT-GAC2-001,IT-GAC2-001,EMV-L2-GAC2-001,ffi::tests::final_generate_ac_builds_cdol2_from_host_response_and_state; ffi::tests::final_generate_ac_uses_authorization_code_from_applied_host_response; ffi::tests::final_gac_rejects_missing_cdol2_source_without_zero_padding; record::tests::rejects_host_response_record_tags_atomically; traceability_foundation::rtm_promotes_issuer_authentication_and_final_gac_evidence
KRN-GAC2-002,Kernel SHALL include issuer authentication or authorization response data where required by CDOL2.,UT-GAC2-002,IT-GAC2-002,EMV-L2-GAC2-002,issuer::tests::rejects_nested_or_duplicate_host_response_auth_objects; ffi::tests::final_generate_ac_builds_cdol2_from_host_response_and_state; ffi::tests::final_generate_ac_uses_authorization_code_from_applied_host_response; ffi::tests::final_gac_rejects_missing_cdol2_source_without_zero_padding; record::tests::rejects_host_response_record_tags_atomically; traceability_foundation::rtm_promotes_issuer_authentication_and_final_gac_evidence
KRN-GAC2-003,Kernel SHALL issue second GENERATE AC where required after online authorization.,UT-GAC2-003,IT-GAC2-003,EMV-L2-GAC2-003,ffi::tests::final_generate_ac_builds_cdol2_from_host_response_and_state; traceability_foundation::rtm_promotes_issuer_authentication_and_final_gac_evidence
KRN-GAC2-004,Kernel SHALL treat final TC as approval and final AAC as decline.,UT-GAC2-004,IT-GAC2-004,EMV-L2-GAC2-004,ffi::tests::final_generate_ac_builds_cdol2_from_host_response_and_state; ffi::tests::krn_gac2_004_final_generate_ac_skipped_without_cdol2_honors_host_arc; traceability_foundation::rtm_promotes_issuer_authentication_and_final_gac_evidence
KRN-SCR-001,Kernel SHALL validate issuer script template structure.,UT-SCR-001,IT-SCR-001,EMV-L2-SCR-001,issuer::tests::parses_arpc_arc_and_issuer_scripts; issuer::tests::rejects_script_templates_without_commands; issuer::tests::rejects_malformed_issuer_script_identifier_lengths; issuer::tests::rejects_malformed_issuer_script_command_apdus; issuer::tests::rejects_issuer_script_commands_above_length_limit; issuer::tests::rejects_nested_or_duplicate_issuer_script_objects; issuer::tests::rejects_cumulative_issuer_script_command_overflow; traceability_foundation::host_response_extracts_arpc_and_phase_specific_script_results; traceability_foundation::rtm_promotes_issuer_script_evidence
KRN-SCR-002,Kernel SHALL execute issuer script commands in order.,UT-SCR-002,IT-SCR-002,EMV-L2-SCR-002,ffi::tests::issuer_script_noncritical_failure_sets_phase_tvr_and_reaches_final; ffi::tests::post_final_issuer_script_failure_sets_after_final_tvr_and_completes; ffi::tests::critical_issuer_script_warning_continues_and_reports_results; ffi::tests::critical_issuer_script_failure_stops_remaining_commands; ffi::tests::issuer_script_apdus_resolve_get_response_and_retry_le; traceability_foundation::rtm_promotes_issuer_script_evidence
KRN-SCR-003,Kernel SHALL capture issuer script command SW1/SW2.,UT-SCR-003,IT-SCR-003,EMV-L2-SCR-003,ffi::tests::issuer_script_noncritical_failure_sets_phase_tvr_and_reaches_final; ffi::tests::post_final_issuer_script_failure_sets_after_final_tvr_and_completes; ffi::tests::critical_issuer_script_warning_continues_and_reports_results; ffi::tests::critical_issuer_script_failure_records_results_and_enters_error; ffi::tests::critical_issuer_script_failure_stops_remaining_commands; traceability_foundation::rtm_promotes_issuer_script_evidence
KRN-SCR-004,Kernel SHALL set before-final-GAC script failure TVR bit.,UT-SCR-004,IT-SCR-004,EMV-L2-SCR-004,issuer::tests::script_results_set_phase_specific_tvr_bits_and_tsi; ffi::tests::issuer_script_noncritical_failure_sets_phase_tvr_and_reaches_final; traceability_foundation::host_response_extracts_arpc_and_phase_specific_script_results; traceability_foundation::rtm_promotes_issuer_script_evidence
KRN-SCR-005,Kernel SHALL set after-final-GAC script failure TVR bit.,UT-SCR-005,IT-SCR-005,EMV-L2-SCR-005,issuer::tests::script_results_set_phase_specific_tvr_bits_and_tsi; ffi::tests::post_final_issuer_script_failure_sets_after_final_tvr_and_completes; ffi::tests::critical_issuer_script_warning_continues_and_reports_results; ffi::tests::critical_issuer_script_failure_records_results_and_enters_error; ffi::tests::critical_issuer_script_failure_stops_remaining_commands; traceability_foundation::rtm_promotes_issuer_script_evidence
KRN-SCR-006,Kernel SHALL report issuer script SW1/SW2 results to Level 3 for host reporting.,UT-SCR-006,IT-SCR-006,EMV-L2-SCR-006,ffi::tests::ffi_init_validates_runtime_callbacks_and_reaches_online_after_first_gac; ffi::tests::issuer_script_noncritical_failure_sets_phase_tvr_and_reaches_final; ffi::tests::post_final_issuer_script_failure_sets_after_final_tvr_and_completes; ffi::tests::critical_issuer_script_warning_continues_and_reports_results; ffi::tests::critical_issuer_script_failure_stops_remaining_commands; traceability_foundation::tlv_catalogue_contains_required_foundation_tags; traceability_foundation::rtm_promotes_issuer_script_evidence
KRN-C8-001,Kernel SHALL implement C-8 unified kernel for contactless transactions.,UT-C8-001,IT-C8-001,EMV-C8-001,traceability_foundation::krn_c8_001_002_003_uses_structured_contactless_only_outcomes; c8::tests::outcome_model_preserves_structured_records_for_callback; c8::tests::outcome_model_bounds_records_and_alternate_interface_instruction; c8::tests::outcome_model_rejects_inconsistent_c8_instruction_tuples; traceability_foundation::rtm_promotes_c8_kernel_outcome_evidence
KRN-C8-002,Kernel SHALL return outcome parameters via contactless_outcome() callback.,UT-C8-002,IT-C8-002,EMV-C8-002,c8::tests::outcome_model_preserves_structured_records_for_callback; c8::tests::outcome_model_bounds_records_and_alternate_interface_instruction; c8::tests::outcome_model_rejects_inconsistent_c8_instruction_tuples; ffi::tests::ffi_emits_structured_contactless_outcome_callback; ffi::tests::ffi_rejects_inconsistent_contactless_outcome_tuples; traceability_foundation::krn_c8_001_002_003_uses_structured_contactless_only_outcomes; traceability_foundation::rtm_promotes_c8_kernel_outcome_evidence
KRN-C8-003,Kernel SHALL NOT treat C-8 as contact kernel replacement.,UT-C8-003,IT-C8-003,N/A,traceability_foundation::krn_c8_001_002_003_uses_structured_contactless_only_outcomes; ffi::tests::selected_kernel_mapping_is_interface_specific; config::tests::rejects_contact_kernel_type_that_reuses_c8; config::tests::rejects_invalid_interface_kernel_mapping_and_duplicate_interfaces; traceability_foundation::rtm_promotes_c8_kernel_outcome_evidence
KRN-CFG-004,Kernel SHALL reject example-only profiles from certification or production loading.,UT-CFG-004,IT-CFG-004,N/A,config::tests::rejects_example_profile_in_certification_or_production_mode; traceability_foundation::profile_loader_rejects_example_only_profiles_for_certification_policy; traceability_foundation::certification_package_rejects_illustrative_profiles_and_placeholder_vectors; traceability_foundation::rtm_promotes_reference_config_log_evidence
KRN-API-004,Kernel SHALL NOT be re-entrant; caller SHALL serialise calls.,UT-API-001,IT-API-001,N/A,ffi::tests::krn_api_004_rejects_reentrant_mutating_entrypoints; traceability_foundation::krn_api_001_002_004_006_runtime_callbacks_are_versioned_and_bounded; traceability_foundation::rtm_promotes_api_error_boundary_evidence
KRN-API-005,Buffers passed to callbacks are owned by caller; kernel SHALL NOT free them.,UT-API-002,IT-API-002,N/A,traceability_foundation::krn_api_005_caller_owned_output_buffers_are_probeable_and_not_partially_written; ffi::tests::ffi_builds_select_into_caller_buffer; ffi::tests::ffi_reports_buffer_size_without_writing; ffi::tests::ffi_write_output_handles_empty_outputs_without_buffer; traceability_foundation::rtm_promotes_api_abi_and_callback_validation_evidence
KRN-API-006,Kernel SHALL provide bounded callback timeouts for APDU transport and terminal integration callbacks.,UT-API-003,IT-API-003,N/A,traceability_foundation::krn_api_001_002_004_006_runtime_callbacks_are_versioned_and_bounded; traceability_foundation::krn_api_006_007_run_transaction_entrypoint_errors_without_runtime_callbacks; traceability_foundation::krn_api_007_err_002_preserves_callback_error_codes_fail_closed; krn_cabi_script_adapter::tests::script_adapter_drives_contact_transaction_to_online_request; krn_cabi_script_adapter::tests::script_adapter_fails_closed_on_unexpected_apdu; traceability_foundation::rtm_promotes_api_error_boundary_evidence
KRN-API-007,Kernel SHALL return stable error codes retrievable after terminal outcome.,UT-API-004,IT-API-004,N/A,traceability_foundation::krn_api_006_007_run_transaction_entrypoint_errors_without_runtime_callbacks; traceability_foundation::krn_api_007_err_002_preserves_callback_error_codes_fail_closed; traceability_foundation::krn_err_001_exposes_stable_abi_error_table; traceability_foundation::rtm_promotes_api_error_boundary_evidence
KRN-PINAPI-001,PED API SHALL return status and secure handles only.,UT-PINAPI-001,IT-PINAPI-001,PCI-PTS-PIN-006,cvm::tests::offline_pin_requires_ped_owned_opaque_handle; cvm::tests::offline_pin_debug_redacts_ped_handle_values; traceability_foundation::krn_pin_001_002_003_pinapi_001_002_cvmres_001_use_ped_owned_handles; traceability_foundation::rtm_promotes_ped_handle_boundary_evidence
KRN-PINAPI-002,Online PIN encrypted blocks SHALL NOT be copied into general kernel memory.,UT-PINAPI-002,IT-PINAPI-002,PCI-PTS-PIN-007,cvm::tests::offline_pin_debug_redacts_ped_handle_values; trace::tests::replay_rejects_pin_verify_payload_custody; traceability_foundation::krn_pin_001_002_003_pinapi_001_002_cvmres_001_use_ped_owned_handles; traceability_foundation::rtm_promotes_cvm_pin_capability_evidence
KRN-LOG-001,Kernel SHALL enforce formal log policy; production builds SHALL NOT include debug logging that can be enabled without cryptographic authorisation.,UT-LOG-001,IT-LOG-001,PCI-PTS-LOG-001,traceability_foundation::krn_log_001_masks_sensitive_tlv_and_gac_trace_values; traceability_foundation::krn_log_001_exposes_masked_apdu_trace_json_via_abi; trace::tests::production_suppresses_profile_defined_issuer_application_data; trace::tests::production_policy_never_emits_full_apdu_data_even_if_misconfigured; traceability_foundation::rtm_promotes_logging_policy_evidence; traceability_foundation::rtm_promotes_reference_config_log_evidence
KRN-RNG-001,Kernel SHALL obtain unpredictable numbers from an approved platform RNG callback.,UT-RNG-001,IT-RNG-001,N/A,traceability_foundation::krn_rng_001_002_rejects_zero_and_repeated_unpredictable_numbers; traceability_foundation::rtm_promotes_rng_callback_evidence
KRN-RNG-002,"Kernel SHALL reject all-zero, all-FF, or repeated unpredictable numbers.",UT-RNG-002,IT-RNG-002,N/A,traceability_foundation::krn_rng_001_002_rejects_zero_and_repeated_unpredictable_numbers; traceability_foundation::krn_err_001_exposes_stable_abi_error_table; traceability_foundation::rtm_promotes_rng_callback_evidence
KRN-ERR-001,Kernel SHALL define every error code in a stable ABI table.,UT-ERR-001,IT-ERR-001,N/A,traceability_foundation::krn_err_001_exposes_stable_abi_error_table; ffi::tests::ffi_exposes_stable_error_table; traceability_foundation::rtm_promotes_api_error_boundary_evidence
KRN-ERR-002,Kernel SHALL fail closed where standards or profile do not explicitly permit continuation.,UT-ERR-002,IT-ERR-002,N/A,traceability_foundation::krn_api_007_err_002_preserves_callback_error_codes_fail_closed; fsm::tests::asynchronous_failures_are_explicit_error_transitions; traceability_foundation::rtm_promotes_api_error_boundary_evidence
KRN-DPL-001,Kernel SHALL support signed configuration updates.,UT-DPL-001,IT-DPL-001,N/A,config::tests::loads_profile_annex_when_signature_is_verified; config::tests::rejects_unsigned_certification_profile_rollback_and_replay; traceability_foundation::krn_dpl_001_002_003_profile_updates_are_monotonic_and_atomic; traceability_foundation::rtm_promotes_deployment_profile_update_evidence
KRN-DPL-002,Kernel SHALL reject rollback or replayed configuration versions.,UT-DPL-002,IT-DPL-002,N/A,config::tests::rejects_unsigned_certification_profile_rollback_and_replay; traceability_foundation::profile_loader_rejects_rollback_placeholders_and_expired_capks; traceability_foundation::krn_dpl_001_002_003_profile_updates_are_monotonic_and_atomic; traceability_foundation::rtm_promotes_deployment_profile_update_evidence
KRN-DPL-003,Kernel SHALL apply configuration updates atomically.,UT-DPL-003,IT-DPL-003,N/A,traceability_foundation::krn_dpl_001_002_003_profile_updates_are_monotonic_and_atomic; traceability_foundation::rtm_promotes_deployment_profile_update_evidence
KRN-DPL-004,Kernel SHALL retain versioned configuration identity in transaction logs.,UT-DPL-004,IT-DPL-004,N/A,ffi::tests::ffi_reports_loaded_profile_version_for_log_identity; trace::tests::replay_trace_identity_records_profile_version_without_unmasking_data; traceability_foundation::deterministic_replay_matches_script_order_and_emits_masked_jsonl; traceability_foundation::prelab_apdu_trace_pack_is_replayable_masked_and_scoped; traceability_foundation::rtm_promotes_deployment_profile_update_evidence
KRN-CERT-003,Kernel SHALL achieve EMVCo Level 2 certification for each claimed scheme and interface.,N/A,N/A,All EMVCo L2 test cases,Lab submission pack + LoA
KRN-CERT-004,Kernel SHOULD pass third-party penetration test on APDU injection and state machine bypass.,UT-PEN-001,IT-PEN-001,N/A,traceability_foundation::krn_cert_004_penetration_rejects_apdu_injection_and_state_bypass; trace::tests::replay_rejects_structurally_invalid_command_apdus; traceability_foundation::rtm_promotes_certification_evidence_boundaries; external third-party security assessment
KRN-ANNEX-001,SHALL pass automated schema validation before release.,UT-ANNEX-TRACE,IT-ANNEX-TRACE,N/A,fsm::tests::validates_machine_readable_state_annex; fsm::tests::rejects_state_machine_annex_schema_and_semantic_drift; traceability_foundation::rtm_promotes_state_machine_annex_validation_evidence
KRN-ANNEX-002,"SHALL not contain semantic contradictions such as next_state = SE with an action saying ""jump to TAA.""",UT-ANNEX-TRACE,IT-ANNEX-TRACE,N/A,fsm::tests::validates_machine_readable_state_annex; fsm::tests::rejects_state_machine_annex_schema_and_semantic_drift; fsm::tests::host_response_without_issuer_authentication_does_not_claim_gac2_skip; traceability_foundation::rtm_promotes_state_machine_annex_validation_evidence
KRN-ANNEX-003,"SHALL classify DOLs as DOL values, not constructed TLV templates.",UT-ANNEX-003,IT-ANNEX-003,N/A,traceability_foundation::tlv_catalogue_uses_required_schema_and_profile_defined_markers; dol::tests::parses_and_builds_pdol_deterministically; traceability_foundation::krn_dda_001_internal_authenticate_uses_ddol_values
KRN-ANNEX-004,"SHALL reject placeholder values, ellipses, non-hex material, dummy AIDs, dummy RIDs, and dummy CAPKs from any production or certification profile.",UT-ANNEX-004,IT-ANNEX-004,N/A,config::tests::rejects_placeholder_and_bad_hex_material; traceability_foundation::profile_loader_rejects_rollback_placeholders_and_expired_capks; traceability_foundation::scheme_profile_annex_excludes_synthetic_c8_payment_profile
KRN-ANNEX-005,SHALL contain complete cryptographic vectors. Scenario summaries are not test vectors.,UT-ANNEX-TRACE,IT-ANNEX-TRACE,N/A,oda::tests::validates_complete_vector_syntax_and_rejects_placeholders; oda::tests::certification_vector_coverage_is_method_specific; traceability_foundation::krn_odatv_001_rejects_placeholder_oda_annex_in_certification_mode; lab-supplied SDA/DDA/CDA vectors required
KRN-APDU-001,SHALL construct all APDUs according to ISO/IEC 7816-4 and EMV command-specific rules.,UT-APDU-TRACE,IT-APDU-TRACE,N/A,apdu::tests::encodes_kernel_command_apdu_matrix; apdu::tests::builds_exact_contact_pse_and_contactless_ppse_selects; apdu::tests::validates_read_record_sfi; apdu::tests::rejects_select_aids_outside_emv_length_domain; apdu::tests::rejects_command_payloads_above_short_apdu_lc_limit; apdu::tests::builds_gpo_tag_83_with_ber_long_form_length_at_boundary; apdu::tests::rejects_gpo_pdol_values_above_short_apdu_template_capacity; traceability_foundation::rtm_promotes_apdu_command_construction_evidence
KRN-APDU-002,"SHALL handle APDU response status words by command and state, not by a single global success/failure rule.",UT-APDU-002,IT-APDU-002,N/A,sw::tests::select_status_words_are_state_specific; ffi::tests::runtime_selection_uses_status_policy_for_get_response_and_invalidated_aids; ffi::tests::runtime_core_flow_resolves_gpo_record_and_gac_followups; ffi::tests::issuer_authentication_resolves_get_response_followup
KRN-APDU-003,SHALL implement at least the following status-word categories where applicable:,UT-APDU-003,IT-APDU-003,N/A,sw::tests::handles_success_and_transport_followups_before_context_rules; ffi::tests::transmit_apdu_followups_rejects_chains_above_limit; ffi::tests::runtime_selection_uses_status_policy_for_get_response_and_invalidated_aids; ffi::tests::runtime_core_flow_resolves_gpo_record_and_gac_followups; ffi::tests::issuer_authentication_resolves_get_response_followup
KRN-API-001,SHALL validate abi_version and struct_size before dereferencing optional fields.,UT-API-001,IT-API-001,N/A,traceability_foundation::krn_api_001_002_rejects_bad_abi_before_optional_fields; traceability_foundation::krn_api_001_002_004_006_runtime_callbacks_are_versioned_and_bounded
KRN-API-002,SHALL fail initialization if mandatory callbacks are absent.,UT-API-002,IT-API-002,N/A,ffi::tests::ffi_init_validates_runtime_callbacks_and_reaches_online_after_first_gac; traceability_foundation::krn_api_001_002_rejects_bad_abi_before_optional_fields; traceability_foundation::krn_api_001_002_004_006_runtime_callbacks_are_versioned_and_bounded
KRN-API-003,SHALL define every amount in minor units and SHALL bind currency exponent handling to terminal/acquirer configuration.,UT-API-TRACE,IT-API-TRACE,N/A,ffi::tests::transaction_params_bind_minor_units_to_currency_exponent; traceability_foundation::rtm_promotes_api_abi_and_callback_validation_evidence; traceability_foundation::tlv_catalogue_contains_required_foundation_tags
KRN-BIT-001,SHALL define all bitmaps using symbolic constants and one canonical mapping file. Implementation code SHALL NOT use unexplained raw bitmap literals.,UT-BIT-TRACE,IT-BIT-TRACE,N/A,traceability_foundation::bitmap_catalogue_defines_tvr_tsi_symbols_and_rfu_masks; traceability_foundation::implementation_uses_symbolic_bitmap_setters; traceability_foundation::rtm_promotes_bitmap_catalogue_evidence
KRN-CAPK-001,SHALL reject CAPKs whose signed configuration integrity cannot be verified.,UT-CAPK-001,IT-CAPK-001,N/A,config::tests::rejects_certification_capk_checksum_mismatch_or_metadata_drift; config::tests::rejects_invalid_capk_public_key_components; traceability_foundation::krn_sec_003_oda_001_cert_profile_loader_rejects_capk_checksum_drift; traceability_foundation::krn_capk_001_002_lookup_requires_verified_profile_integrity
KRN-CAPK-002,SHALL treat expired CAPKs as unavailable unless a lab-approved test profile explicitly requires expiry simulation.,UT-CAPK-002,IT-CAPK-002,N/A,config::tests::rejects_expired_capk; traceability_foundation::profile_loader_rejects_rollback_placeholders_and_expired_capks; traceability_foundation::krn_capk_001_002_lookup_requires_verified_profile_integrity
KRN-CERT-001,"SHALL obtain EMV Level 2 approval for every claimed interface, kernel, and scheme profile.",UT-CERT-TRACE,IT-CERT-TRACE,N/A,conformance::tests::conformance_statement_json_is_deterministic_and_scoped; provenance::tests::provenance_manifest_rejects_resource_limits; provenance::tests::provenance_manifest_rejects_ambiguous_artifact_names; traceability_foundation::lab_manifest_and_provenance_cover_reproducible_build_artifacts; traceability_foundation::krn_ref_001_conformance_statement_declares_normative_hierarchy; external EMV Level 2 approval and signed LoA required
KRN-CERT-002,SHALL not present illustrative profiles or placeholder vectors as certification evidence.,UT-CERT-TRACE,IT-CERT-TRACE,N/A,config::tests::rejects_example_profile_in_certification_or_production_mode; traceability_foundation::profile_loader_rejects_example_only_profiles_for_certification_policy; oda::tests::validates_complete_vector_syntax_and_rejects_placeholders; traceability_foundation::certification_package_rejects_illustrative_profiles_and_placeholder_vectors; traceability_foundation::rtm_promotes_certification_evidence_boundaries
KRN-CFG-001,SHALL verify digital signature before using any configuration data.,UT-CFG-001,IT-CFG-001,N/A,config::tests::rejects_unsigned_certification_profile_rollback_and_replay; traceability_foundation::profile_loader_requires_verified_signature_and_extracts_capk_tac_limits; traceability_foundation::krn_dpl_001_002_003_profile_updates_are_monotonic_and_atomic
KRN-CFG-002,"SHALL reject configurations with invalid schema, unknown mandatory fields, expired CAPKs, invalid AID encoding, invalid hex strings, non-hex key material, or invalid terminal parameter lengths.",UT-CFG-TRACE,IT-CFG-TRACE,N/A,config::tests::rejects_cfg_002_profile_schema_and_field_failures; config::tests::rejects_invalid_profile_schema_version; config::tests::rejects_profile_json_depth_limit_overflow; config::tests::rejects_profile_json_node_limit_overflow; config::tests::rejects_invalid_interface_kernel_mapping_and_duplicate_interfaces; config::tests::rejects_aids_outside_scheme_rid_namespace; config::tests::rejects_duplicate_scheme_rids; config::tests::rejects_duplicate_profile_aids_and_capk_indexes; config::tests::rejects_expired_capk; config::tests::rejects_invalid_capk_expiry_calendar_dates; config::tests::rejects_invalid_capk_public_key_components; config::tests::rejects_invalid_or_duplicate_critical_script_ins_policy; config::tests::rejects_invalid_certification_scope_boundaries; config::tests::rejects_inconsistent_contactless_limit_ordering; config::tests::rejects_oversized_transaction_type_floor_limit_profiles; ffi::tests::transaction_params_bind_minor_units_to_currency_exponent; traceability_foundation::krn_api_001_002_rejects_bad_abi_before_optional_fields; traceability_foundation::rtm_promotes_cfg_schema_and_terminal_param_evidence
KRN-CFG-003,SHALL implement rollback protection using monotonic versioning or secure counters.,UT-CFG-003,IT-CFG-003,N/A,config::tests::rejects_unsigned_certification_profile_rollback_and_replay; traceability_foundation::profile_loader_rejects_rollback_placeholders_and_expired_capks; traceability_foundation::krn_dpl_001_002_003_profile_updates_are_monotonic_and_atomic
KRN-CID-002,"SHALL preserve non-type CID bits for trace logging and scheme/profile handling, but SHALL NOT use them to change cryptogram type classification unless the licensed specification/profile requires it.",UT-CID-002,IT-CID-002,N/A,cid::tests::preserves_non_type_bits_without_changing_cryptogram_classification; krn_emv_decode::tests::cid_output_masks_type_bits_and_preserves_advice_fields; traceability_foundation::krn_cid_001_002_decodes_type_and_preserves_non_type_bits; gac::tests::builds_online_authorization_package_without_generating_cryptograms
KRN-CLESS-001,SHALL use PPSE 2PAY.SYS.DDF01 for contactless Entry Point.,UT-CLESS-001,IT-CLESS-001,N/A,apdu::tests::builds_exact_contact_pse_and_contactless_ppse_selects; traceability_foundation::krn_c8_001_002_003_uses_structured_contactless_only_outcomes
KRN-CLESS-002,SHALL return structured contactless outcome data rather than only generic approve/decline status.,UT-CLESS-002,IT-CLESS-002,N/A,c8::tests::outcome_model_preserves_structured_records_for_callback; c8::tests::outcome_model_bounds_records_and_alternate_interface_instruction; c8::tests::outcome_model_rejects_inconsistent_c8_instruction_tuples; ffi::tests::ffi_emits_structured_contactless_outcome_callback; ffi::tests::ffi_rejects_inconsistent_contactless_outcome_tuples; traceability_foundation::krn_c8_001_002_003_uses_structured_contactless_only_outcomes
KRN-CLESS-003,"SHALL evaluate contactless transaction limit, CVM limit, and floor limit using signed scheme/acquirer configuration.",UT-CLESS-003,IT-CLESS-003,N/A,c8::tests::contactless_limits_are_profile_driven_and_deterministic; config::tests::rejects_inconsistent_contactless_limit_ordering; ffi::tests::contactless_limit_processing_uses_profile_limits_and_ctq_cdcvm; traceability_foundation::krn_cless_003_limits_are_signed_profile_inputs
KRN-CLESS-004,SHALL treat CDCVM as profile-defined. The kernel SHALL NOT assume that any single tag or bit universally proves CDCVM without scheme/profile validation.,UT-CLESS-004,IT-CLESS-004,N/A,cvm::tests::contactless_scheme_specific_cdcvm_is_profile_context_driven; ffi::tests::contactless_limit_processing_uses_profile_limits_and_ctq_cdcvm; traceability_foundation::contactless_cdcvm_is_not_hardcoded_to_cvm_code_0x05
